Flex1,Flex2,Flex3,Flex4,Flex5,Ax,Ay,Az,Label
4042,2951,3641,3676,4095,1.39,-8.71,6.06,O
4013,3079,3424,3711,4095,1.27,-8.41,6.31,O
4095,2855,3799,3594,4095,1.37,-8.46,5.83,O
4095,3004,3468,3586,3998,1.37,-8.54,5.8,O
4095,2951,3654,3777,4095,1.28,-8.47,5.79,O
4095,2928,3726,3821,4010,1.23,-8.84,5.91,O
3940,2916,3537,3570,4080,1.25,-8.5,5.78,O
4095,3037,3736,3814,3969,1.34,-8.4,5.79,O
4086,3136,3838,3778,4095,1.38,-8.16,5.75,O
3996,3639,3934,4095,4095,1.55,-8.21,5.38,O
3979,4095,4095,3820,3257,0.56,8.57,6.56,P
3909,4095,4085,4095,3052,0.57,8.59,6.57,P
3893,4095,4095,3412,2555,0.69,8.46,7.01,P
4095,3947,3627,3211,2408,0.59,8.17,7.35,P
4095,4095,4095,3647,2689,0.21,7.87,7.19,P
3905,4095,4095,3486,2911,0.41,7.96,7.17,P
3915,3936,4040,3818,2923,0.36,7.79,7.18,P
4061,4074,4046,3735,3042,0.44,7.6,7.36,P
4095,4095,4040,4079,2942,0.06,8.0,7.02,P
4067,4082,4065,4027,2790,0.33,8.09,7.53,P
4095,4095,4095,4095,2857,0.8,8.1,6.93,P
4095,3953,4094,4095,2817,0.74,7.88,7.17,P
4095,3967,3956,4008,3031,0.65,8.09,7.66,P
4012,3980,3914,4095,2920,0.66,8.31,7.22,P
4073,4095,3985,4095,3057,0.51,7.96,7.45,P
4037,3990,3984,4095,2870,0.83,8.0,7.28,P
4095,4095,3982,3869,2738,0.65,7.58,7.53,P
4095,4095,4095,4095,3052,0.64,8.13,7.66,P
4095,4095,4062,3815,2614,0.69,8.18,7.01,P
4095,4095,4094,4065,3008,0.42,8.3,7.47,P
4095,4058,3915,4095,2819,0.95,8.24,6.83,P
3934,3912,4095,3981,3123,0.8,7.61,7.39,P
4064,3928,4095,4095,3151,0.72,8.31,7.08,P
4095,4095,4095,4095,3052,0.85,8.1,6.97,P
4095,3893,4081,3917,3042,0.84,7.69,7.6,P
4095,4095,4067,4040,2998,0.49,8.04,7.37,P
3898,4007,4047,4093,3297,0.56,7.48,8.8,P
4095,4095,2157,2495,2826,2.2,6.66,8.9,Q
3966,4095,1852,1744,1648,1.17,6.43,8.7,Q
4095,3998,2083,2112,1946,1.26,6.33,9.2,Q
4095,4095,2039,2085,1939,1.49,6.56,8.6,Q
4017,4095,2075,2289,2137,1.65,6.79,8.93,Q
4095,3899,2162,2314,2067,1.57,6.25,8.65,Q
3946,4095,2139,2225,2089,1.01,6.01,9.24,Q
3928,4095,2416,2560,2278,1.48,6.0,9.01,Q
4095,4095,2457,2443,2324,1.07,5.98,9.16,Q
4095,4095,2233,2545,2307,1.31,5.86,9.38,Q
3959,4095,2262,2725,2360,1.15,6.22,9.27,Q
4095,4095,2457,2670,2353,1.57,6.17,8.97,Q
4095,4095,2327,2614,2483,1.51,6.35,9.52,Q
3906,4095,2521,2813,2545,1.45,6.39,9.05,Q
3962,3962,2341,2595,2562,1.26,5.76,9.55,Q
3992,4022,2512,2841,2598,1.43,5.84,9.09,Q
4095,3935,2260,2627,2565,1.95,5.95,8.98,Q
4078,4095,2536,3004,2632,1.31,5.94,9.34,Q
3928,4095,2259,2599,2642,1.74,6.57,9.23,Q
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,2119,2776,2340,1863,-8.47,-1.69,6.6,S
3945,1864,2159,1905,1357,-8.25,-1.63,6.45,S
3914,2045,2363,2033,1374,-7.94,-0.89,6.38,S
4095,2057,2331,1941,1327,-8.81,-1.16,6.6,S
4095,2080,2570,2081,1536,-8.44,-1.02,6.27,S
4095,2088,2469,2094,1487,-8.68,-1.01,6.56,S
4095,2114,2637,2210,1511,-8.05,-1.25,6.18,S
4095,2045,2683,2152,1721,-8.43,-1.24,6.36,S
4095,2168,2750,2162,1625,-8.02,-1.49,6.49,S
3970,2196,2895,2301,1873,-8.4,-1.58,6.13,S
4020,2301,3032,2358,1767,-8.23,-1.66,6.38,S
4043,2362,2945,2436,1893,-7.88,-1.53,6.3,S
3950,2267,2776,2443,1883,-8.24,-1.63,6.39,S
3894,2291,2891,2440,2001,-8.14,-2.09,6.5,S
3998,2311,2893,2448,2013,-7.94,-1.67,6.75,S
3932,2404,2902,2353,1943,-7.61,-1.96,6.96,S
4057,2339,3109,2467,1906,-7.93,-1.84,6.46,S
4095,2355,3082,2517,2094,-7.96,-1.95,6.37,S
4095,2413,3065,2361,2030,-7.82,-1.74,6.48,S
4083,2361,3163,2465,2144,-7.64,-1.83,6.68,S
4016,2196,2985,2406,2051,-8.25,-2.04,6.48,S
3955,2444,3054,2514,2089,-7.74,-1.73,6.9,S
3909,2337,2918,2383,1954,-8.1,-1.7,6.68,S
4095,2468,3113,2672,2243,-8.44,-1.93,6.39,S
4095,2427,3112,2511,2225,-8.28,-1.7,6.66,S
3952,2392,3200,2682,2229,-8.46,-1.92,6.65,S
3954,2486,3678,2742,2403,-7.73,-2.65,6.51,S
4095,4062,2864,2696,2218,10.03,2.42,2.31,T
3940,4031,2940,2690,2631,9.87,2.32,2.02,T
4065,4095,2881,2752,2682,9.91,1.95,1.99,T
4095,4095,2938,2691,2560,10.23,1.65,2.25,T
4095,4033,2603,2622,2491,9.71,1.96,2.57,T
4054,4095,2870,2748,2702,9.47,2.01,2.22,T
4006,4081,2749,2613,2520,9.34,1.79,2.26,T
3975,4038,3005,2870,2617,9.74,1.81,2.19,T
4095,4095,3037,3074,2861,9.53,1.67,2.34,T
3995,4080,3143,3157,2704,10.24,1.93,2.45,T
3909,4095,2975,3006,2818,9.26,1.76,2.67,T
4095,3982,2968,3112,2768,9.28,1.82,2.52,T
4095,3994,3002,2992,2982,10.11,1.76,2.36,T
3979,4043,2998,3153,2990,9.9,1.85,2.41,T
3935,3975,3140,3141,3035,9.88,1.62,2.81,T
4095,3938,2750,2865,2741,9.23,1.67,2.71,T
4076,4028,3227,2974,2960,10.05,1.77,2.71,T
4095,4095,3089,2901,3065,10.15,1.6,2.79,T
4026,3939,3131,2916,2920,10.1,1.79,2.92,T
4095,4095,3034,3230,3077,9.95,1.76,2.89,T
4095,4095,2979,2900,2661,10.13,1.52,2.65,T
4095,3924,3234,3250,3069,9.5,1.7,2.88,T
3934,4039,3669,3628,3194,9.41,1.94,3.09,T
4011,3954,4075,2572,2344,4.29,-8.53,2.36,U
4095,4089,4095,2304,2171,3.35,-8.99,2.6,U
3990,4095,4095,2387,2230,3.46,-9.59,2.46,U
4095,3986,4089,2479,2026,3.31,-8.64,2.67,U
4095,4095,4095,2759,2443,3.97,-9.49,2.84,U
3928,4036,4053,2546,2497,4.27,-8.77,2.44,U
4003,4095,4010,2822,2398,3.89,-9.03,2.85,U
4095,4095,4095,2684,2524,4.01,-8.69,2.44,U
4023,4095,4095,2900,2489,3.83,-9.02,2.57,U
4071,4095,3990,2934,2579,4.1,-9.28,2.97,U
3920,4095,4095,2528,2430,3.62,-8.91,2.7,U
3982,4083,3995,2504,2483,3.63,-9.25,2.64,U
4095,4095,4095,2867,2719,3.64,-9.12,2.57,U
4041,3989,4042,2812,2654,3.98,-8.87,2.6,U
3954,3996,4095,3024,2829,3.85,-9.13,2.61,U
4095,4003,4082,2580,2533,4.06,-8.93,2.54,U
4058,4095,4069,2753,2566,3.79,-8.66,2.58,U
3977,4095,4085,2738,2425,3.62,-9.49,2.72,U
4095,4095,4095,2675,2546,3.59,-8.77,2.41,U
4095,4095,4095,3126,2941,3.81,-8.76,2.58,U
4057,3927,4088,2994,3001,3.69,-8.99,2.8,U
4077,4034,3966,3088,3022,3.85,-9.19,2.95,U
4095,4095,4094,3167,2998,5.72,-7.79,2.7,U
4095,3942,4095,1605,1269,0.51,-8.49,6.25,V
4095,4095,4095,1706,1613,0.48,-8.13,6.91,V
4095,3907,4031,1819,1761,0.34,-8.53,7.22,V
4095,4095,4072,2022,1788,0.6,-8.09,6.7,V
4095,4005,4095,2092,1759,0.41,-8.14,6.45,V
4095,4095,4095,2221,1853,0.33,-8.15,6.68,V
3941,4045,3939,1612,2420,1.51,-9.08,5.31,V
4095,4095,4095,1878,2521,1.2,-8.52,5.3,V
4095,4095,4095,2129,2648,1.06,-9.4,4.88,V
3936,4095,3901,2159,2566,0.68,-8.8,5.19,V
4090,4087,4095,2233,2675,1.3,-9.43,4.87,V
3924,4073,4095,2399,2866,1.3,-8.84,5.0,V
4095,4095,4009,2664,2763,1.34,-8.21,5.27,V
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,4095,4095,4064,1625,0.32,-8.14,6.68,W
4095,4095,4095,3988,1823,0.3,-7.69,6.24,W
4095,4095,4095,4095,1962,0.61,-8.27,6.8,W
4095,4026,4095,4095,1969,0.41,-8.19,6.33,W
4002,4095,4051,4028,2280,0.9,-8.14,6.73,W
4095,3911,4095,4059,2321,0.73,-8.14,6.42,W
4095,4095,4095,4095,2129,0.64,-8.23,6.65,W
4095,4095,4025,4091,2519,0.41,-8.36,6.55,W
4095,4067,4095,4095,2361,0.87,-8.35,6.44,W
4095,4095,4095,4095,2585,0.81,-7.99,6.82,W
4095,3914,4095,4095,2667,0.56,-8.25,6.47,W
3962,4095,4095,3993,2768,0.66,-8.08,7.04,W
4095,3922,3996,4095,2727,0.93,-8.56,6.49,W
3894,4095,4095,4095,2326,1.03,-8.38,6.73,W
3893,3997,3923,4095,2614,0.46,-8.0,6.64,W
4005,3946,3981,4089,2553,0.76,-7.92,6.71,W
4095,4095,3969,3922,2964,0.49,-8.43,6.75,W
4092,4095,4095,4095,2816,0.7,-7.98,6.67,W
4095,3942,3930,4095,3055,0.72,-8.23,6.62,W
4095,4095,3933,4095,3016,0.92,-8.19,6.79,W
4095,4095,4095,4095,2842,0.87,-8.47,6.51,W
3954,4095,4095,4033,3225,1.37,-8.53,6.38,W
2978,3948,4095,2614,2210,2.36,-8.93,5.8,X
2021,3985,3089,1974,2007,2.54,-8.11,6.87,X
1809,3900,3017,1958,1819,2.88,-7.11,7.91,X
1904,3925,2892,1898,1948,2.87,-7.45,7.63,X
1978,4076,2960,1960,1851,2.69,-7.36,7.28,X
1904,4016,2794,1919,1833,2.91,-7.84,6.93,X
2253,3972,3061,2195,1915,2.29,-7.81,7.16,X
2101,4095,2855,2071,2081,2.45,-7.35,7.11,X
2186,4095,2940,1977,1936,2.77,-7.36,7.13,X
2359,3915,3114,2239,2018,3.28,-7.57,7.35,X
2111,4095,2783,2130,1909,2.77,-6.64,7.44,X
2177,4004,2833,2184,1932,1.81,-7.84,7.46,X
2247,4095,2790,2133,1971,3.3,-7.6,6.73,X
2335,4095,3097,2188,1956,3.36,-7.7,6.86,X
2514,4095,3208,2404,2113,3.06,-7.88,6.65,X
2590,4095,3415,2228,2186,3.01,-7.88,6.74,X
2692,3931,3467,2216,2163,2.86,-7.61,6.49,X
2693,4002,3213,2455,2225,2.95,-8.15,6.15,X
2664,4014,3540,2385,2205,2.57,-7.74,6.87,X
4095,4095,3932,4095,4016,2.14,-7.04,7.29,X
3896,4095,3771,3106,3791,1.89,-8.64,5.99,X
2082,4095,2419,2084,1833,2.2,-8.64,5.15,X
2224,3949,2514,1921,1872,1.84,-8.62,5.64,X
2444,4089,2310,2087,2025,2.12,-8.28,5.7,X
2691,4095,2603,2187,2028,2.16,-8.93,5.05,X
2873,4095,2440,2199,2116,2.03,-9.0,5.28,X
2693,4067,2439,2133,2051,2.32,-8.95,5.1,X
3015,4095,2511,2433,2119,2.18,-8.81,5.23,X
3199,4095,2632,2435,2237,2.1,-8.19,5.37,X
3121,3984,2630,2398,2216,1.93,-8.84,5.69,X
4095,4057,3518,4044,3303,2.01,-7.8,6.11,X
3899,1891,1936,2892,3939,2.15,-8.31,0.76,Y
4037,1912,2038,3345,4095,1.52,-9.44,1.08,Y
3922,1891,1997,3332,4076,2.38,-9.96,1.28,Y
4095,2014,2202,3231,4095,2.31,-9.38,2.88,Y
4051,1874,2208,3316,4095,2.14,-9.89,2.59,Y
4095,2068,2189,3383,4095,1.99,-9.14,2.6,Y
4095,2116,2260,3525,4046,2.0,-9.09,2.62,Y
4095,1914,2349,3362,4095,2.3,-9.61,2.58,Y
4087,1994,2544,3535,4095,2.45,-9.05,2.63,Y
4095,2042,2679,3415,3899,2.26,-9.31,2.81,Y
3968,1923,2421,3231,4084,2.46,-8.86,3.19,Y
4095,2128,2709,3608,4095,2.25,-9.53,3.2,Y
4095,2110,2829,3408,3968,2.29,-8.88,3.27,Y
4005,2135,2894,3600,4086,2.29,-9.08,3.08,Y
3999,2072,2930,3365,3964,2.32,-9.51,2.7,Y
4095,2160,2922,3431,4078,2.21,-9.27,2.77,Y
4031,2114,2979,3514,4090,2.16,-9.68,2.76,Y
4095,2080,2861,3520,4095,1.97,-9.44,2.72,Y
3892,2078,2932,3573,4095,2.16,-9.46,2.4,Y
4095,2266,2863,3805,3952,1.92,-9.31,2.87,Y
4095,2228,2804,3519,4095,2.0,-9.87,2.82,Y
4095,2244,2969,3809,3961,2.19,-9.07,2.63,Y
4026,4095,2326,2715,2483,0.84,-9.18,4.42,Z
4095,4095,2146,2687,2083,1.15,-9.13,4.1,Z
4095,4095,2032,2826,2062,0.86,-9.03,3.64,Z
4095,3898,2219,2680,2162,1.72,-9.63,3.47,Z
4087,3954,2358,2725,2087,1.63,-9.73,3.64,Z
4080,4095,2366,2957,2480,1.56,-9.9,3.48,Z
3958,4095,2488,2741,2390,1.4,-9.61,3.81,Z
4095,3921,2542,2988,2540,1.47,-9.57,3.52,Z
3918,4095,2550,2936,2459,1.3,-9.69,3.68,Z
4043,4095,2649,3034,2602,1.08,-9.58,3.67,Z
4095,4095,2571,3041,2651,1.59,-9.76,3.34,Z
4095,3957,2576,3101,2703,1.54,-9.54,3.38,Z
3970,4095,2696,3097,2747,1.95,-9.78,3.11,Z
4046,4095,2635,3158,2567,1.82,-9.97,3.25,Z
4095,3930,2607,3145,2587,1.39,-9.58,3.22,Z
3968,3910,2679,3068,2660,1.44,-9.17,3.24,Z
4034,4031,2785,3269,2754,1.41,-9.38,3.11,Z
4095,4095,2854,3162,2741,1.62,-9.28,3.16,Z
4095,4095,2697,3206,2611,1.45,-9.8,2.99,Z
3918,4095,2859,3193,2625,1.39,-9.09,3.35,Z
3899,4010,2859,3372,2699,1.26,-9.65,3.57,Z
3933,4095,2556,2859,2400,1.59,-9.33,3.2,Z
3960,4095,3024,3330,2773,1.73,-9.55,3.16,Z
4056,4095,2999,3435,2840,1.67,-9.02,3.13,Z
4095,4045,2998,3183,2945,2.04,-9.63,3.12,Z
4095,3945,3021,3168,2759,1.51,-9.12,3.31,Z
3927,4078,2823,3213,2956,1.47,-9.5,3.08,Z
4095,4095,2871,3296,2969,1.67,-9.81,3.36,Z
3913,4075,2677,3044,2550,1.64,-9.47,3.27,Z
4095,4095,2950,3242,2925,1.35,-9.58,3.17,Z
4095,4095,2885,3345,3036,1.68,-9.66,3.19,Z
4095,4007,3355,3325,2993,1.38,-9.51,3.55,Z
3410,4006,3980,2628,3495,-0.96,-9.31,5.95,K
2254,4046,4090,1944,2478,0.68,-8.15,5.19,K
2626,4095,4095,2274,2525,-0.15,-8.65,5.81,K
2794,4095,4095,2346,2706,0.16,-8.95,5.44,K
2947,3970,3996,2463,2764,0.42,-8.3,5.81,K
3218,4021,4040,2377,2908,0.3,-8.74,6.21,K
3468,3921,4089,2495,2831,0.17,-9.13,6.19,U
4007,3993,3999,1695,1662,5.94,-6.2,7.41,U
4072,3926,3982,1876,1988,5.64,-6.29,6.94,U
4095,4095,4077,2112,2125,5.98,-6.39,6.81,U
4095,4095,4095,2147,2300,6.03,-6.38,5.92,U
4095,4095,4038,2365,2332,6.4,-6.24,5.7,U
4095,4083,4095,2271,2449,6.48,-6.2,5.96,U
4080,4017,4095,2212,2493,6.03,-6.03,5.69,U
4095,3950,4095,2419,2645,6.08,-6.63,5.8,U
4000,4095,4051,2272,2540,6.82,-6.05,5.67,U
4060,4095,3939,2482,2803,6.04,-6.36,5.29,U
4081,4095,4095,2625,2598,6.08,-6.62,5.29,U
4035,4095,4057,2576,2756,6.32,-6.14,5.6,U
3991,3973,3960,2642,2613,6.07,-6.56,5.59,U
4095,3944,3954,2559,2687,6.81,-6.41,5.34,U
3918,3890,4095,2695,2701,5.76,-6.51,5.32,U
4095,4024,4095,2503,2856,6.46,-6.37,5.4,U
4095,2382,4095,1873,1340,9.98,1.38,5.55,R
4066,2351,4095,2101,1793,8.88,1.45,5.05,R
3939,2544,4095,2171,1959,8.72,1.35,4.66,R
3900,2705,4024,2167,2015,9.34,1.68,4.58,R
4095,2641,3903,2307,2068,8.65,1.78,4.03,R
4095,2569,4095,2167,2179,9.7,1.69,4.4,R
4075,3905,3968,3137,3489,8.63,1.79,4.73,R
