Flex1,Flex2,Flex3,Flex4,Flex5,Ax,Ay,Az,Label
3896,4095,2854,2970,2835,3.6,-9.2,3.42,L
4095,4095,3110,2936,2874,3.36,-9.6,3.21,L
4022,3993,2986,2950,2763,3.27,-9.37,3.15,L
4095,3897,3039,3161,2918,3.24,-9.02,3.07,L
3909,3997,3073,3175,3128,3.2,-9.48,3.2,L
4002,4095,3079,3303,2992,3.02,-8.57,3.16,L
3974,4095,2947,3196,3116,3.09,-9.28,2.91,L
4095,4095,3051,3199,3127,3.16,-8.96,2.97,L
4095,4095,2753,2872,2945,3.23,-9.13,2.82,L
3915,4095,3004,2995,3236,2.95,-8.8,2.89,L
4095,4095,2974,3194,3081,3.12,-8.82,3.03,L
4095,3944,3209,3129,3256,3.06,-9.38,3.05,L
4095,4095,3201,3369,3169,3.18,-9.5,2.87,L
4095,4058,3305,3309,3309,3.1,-8.96,3.12,L
3922,3927,3147,3239,3228,3.15,-9.44,2.74,L
4095,4095,2914,2826,2803,3.23,-8.66,3.0,L
4095,4069,3020,2912,2938,3.07,-9.2,3.02,L
4095,4038,4067,4095,2571,0.7,9.24,6.22,M
4095,4095,3975,4033,1995,0.17,9.01,5.66,M
4095,4095,4095,4095,2259,0.51,8.75,5.38,M
4095,4026,4095,3894,2398,0.45,8.58,5.31,M
4095,4095,4095,3903,2527,0.78,8.73,5.39,M
3916,4095,4075,4095,2734,0.74,9.15,5.34,M
4095,3903,3958,4095,2884,0.83,8.97,5.71,M
4095,4095,4095,4076,2874,0.84,9.01,5.39,M
4003,4095,4095,3937,2937,1.0,9.16,5.06,M
3919,4089,4095,4027,2884,0.43,9.13,5.44,M
4055,4073,3912,4095,2489,0.49,8.97,5.43,M
4095,3965,4095,4095,3006,0.61,9.59,5.11,M
4095,4057,4021,4085,3089,0.57,9.11,5.28,M
4095,4007,4064,3967,3144,0.48,9.41,5.36,M
4085,4066,3966,4008,3077,0.9,8.6,5.61,M
4095,4095,3951,3955,3086,0.62,8.82,5.74,M
4016,4095,3892,3921,3012,0.94,8.23,5.98,M
3994,4095,4095,3897,3171,0.42,8.95,5.41,M
4095,4095,4095,4095,3260,0.38,8.87,6.02,M
4034,4095,4095,3919,3426,0.49,8.97,5.84,M
4037,4095,4095,4095,2953,0.47,8.89,5.6,M
4017,4095,4069,4055,3191,0.4,8.96,5.52,M
4095,4054,4095,4095,3263,0.5,8.8,5.28,M
4029,3989,4095,4095,3219,0.32,9.2,5.64,M
4061,4022,3919,4095,3671,0.87,8.45,6.71,M
3985,3984,4095,4095,2704,2.07,6.08,8.77,N
4095,3956,4095,3367,2728,1.08,9.57,4.94,N
3969,4006,4090,3206,2431,1.39,9.88,3.55,N
3991,4095,4095,3301,2338,0.59,10.0,3.79,N
4062,3914,3980,3183,2462,1.22,9.51,3.9,N
4095,4095,4042,3130,2474,0.89,9.41,4.41,N
3999,4081,4095,3134,2567,0.55,8.9,4.42,N
3944,4095,4036,3277,2607,0.6,8.93,4.8,N
4095,4060,4095,2984,2415,0.7,9.58,4.14,N
4095,4095,4087,3267,2852,0.9,9.42,3.95,N
4095,4095,4095,3220,2936,0.73,9.13,4.21,N
4025,3977,4095,3149,2964,1.04,9.64,4.03,N
3923,4095,4095,3280,2992,0.84,9.36,4.32,N
4001,4095,3938,3312,2884,0.62,9.63,4.38,N
4095,4021,4095,3329,3059,0.75,9.11,4.14,N
4095,4095,4095,3415,3095,0.61,9.69,4.29,N
3957,4073,4095,3237,2944,0.82,9.23,4.27,N
3911,4050,4079,3286,3178,0.53,9.47,4.06,N
4095,3907,4095,3365,3193,0.8,9.21,3.98,N
3952,4095,3993,3502,3074,0.93,9.67,4.33,N
4095,3993,3947,3333,3250,1.04,8.98,4.26,N
4095,4095,4095,3149,2915,1.01,9.17,4.45,N
4063,3897,4095,3405,3128,0.7,9.77,4.36,N
4071,4095,3916,3369,3249,1.25,9.8,4.69,N
4063,3758,2969,4086,3975,1.56,-7.91,6.34,O
3978,3062,2757,3363,3519,1.04,-8.38,6.51,O
4095,2986,2637,3200,3666,1.37,-8.13,6.07,O
3897,2840,2731,3277,4095,1.22,-8.3,6.36,O
4095,2758,2998,3179,4081,1.31,-8.86,6.17,O
4095,2733,2955,3276,3930,1.28,-8.44,6.32,O
4049,2962,2915,3509,4095,1.28,-8.15,6.21,O
4095,2876,3235,3456,4095,1.26,-8.68,6.4,O
4006,2769,3218,3473,4095,1.29,-8.12,6.2,O
3947,2911,3309,3361,4095,1.26,-8.13,5.95,O
4079,3004,3421,3319,4095,1.38,-8.79,6.3,O
4095,3085,3491,3422,4095,1.23,-8.3,6.24,O
4095,2839,3295,3417,3925,1.14,-8.79,6.25,O
4095,2914,3460,3467,4095,1.26,-8.96,6.01,O
3957,2782,3280,3271,4095,1.27,-8.71,6.13,O
4021,2977,3438,3722,4094,1.32,-8.93,5.96,O
4048,3129,3611,3490,4095,1.35,-8.37,5.86,O
4095,2903,3676,3665,4095,1.22,-8.81,6.13,O
4024,3053,3727,3682,4095,1.36,-8.82,6.26,O
4095,2986,3540,3761,4095,1.39,-8.4,5.85,O
4095,2992,3449,3768,4095,1.28,-8.93,5.78,O
4095,3171,3524,3753,4095,1.26,-8.83,6.13,O
4095,2865,3521,3686,3947,1.17,-8.35,5.72,O
3901,3027,3762,4016,4092,1.32,-8.27,6.0,O
3940,3286,3531,3917,4010,1.33,-8.83,5.84,O
4016,3688,4095,3989,4095,1.52,-8.46,5.49,O
4095,3952,3923,3737,3179,0.5,8.39,6.5,P
4002,4095,4095,4095,3019,0.54,7.88,6.79,P
4001,4047,3831,3469,2617,0.74,8.61,6.65,P
4095,4095,3769,3200,2536,0.6,7.7,7.41,P
4095,4020,4095,3505,2872,0.24,8.0,6.98,P
4095,4095,4095,3827,2727,0.4,7.54,7.53,P
4095,4095,4083,3652,2945,0.36,8.29,7.18,P
4053,4095,4095,3869,2903,0.45,7.98,7.13,P
3985,4095,4095,3897,3046,0.06,7.9,7.66,P
4053,3961,3953,4095,2951,0.32,7.57,7.66,P
3947,3901,3989,4095,2948,0.75,7.78,7.18,P
4095,3937,4095,4013,3069,0.68,7.84,7.41,P
4095,4095,4032,4095,2886,0.67,7.78,7.71,P
4045,4095,4095,4095,2977,0.66,7.62,6.95,P
4095,3974,4062,4044,2959,0.52,7.69,7.54,P
4061,4095,4040,4095,2885,0.89,8.29,7.38,P
4095,4095,3929,3786,2820,0.66,7.88,7.47,P
4086,3996,4095,4090,3184,0.63,8.0,7.15,P
3934,4056,4095,4022,2670,0.65,8.01,7.1,P
4095,4095,4095,4095,3124,0.39,8.01,7.56,P
3985,4095,3980,3919,2837,0.92,8.28,6.97,P
4022,4095,3891,3901,3170,0.8,7.97,7.12,P
3946,4095,4095,3971,3134,0.82,8.12,7.5,P
4095,4095,4044,4095,3177,0.79,8.05,7.27,P
4095,4095,4095,4095,3164,0.9,8.12,7.23,P
4095,4056,4095,3970,2990,0.5,7.29,7.64,P
3950,4095,4095,3956,3166,0.57,7.52,8.55,P
4030,4095,2171,2486,2766,2.05,6.24,8.34,Q
3972,4095,1810,1784,1595,1.28,6.46,8.69,Q
4095,4095,2010,2123,2030,1.3,6.1,9.34,Q
4000,4095,2007,2280,2019,1.44,6.36,8.7,Q
4095,4005,2217,2274,2193,1.68,6.31,9.18,Q
4050,3968,2301,2422,2152,1.57,6.48,8.71,Q
4095,3949,2004,2271,1925,1.09,6.07,8.85,Q
4041,3901,2383,2611,2325,1.37,6.17,9.22,Q
3973,3976,2357,2559,2370,1.24,5.99,9.49,Q
4095,4035,2373,2625,2421,1.17,5.88,8.82,Q
3976,4095,2367,2755,2393,1.23,6.37,9.49,Q
4043,4082,2337,2591,2371,1.6,6.31,9.12,Q
3903,4095,2441,2787,2477,1.54,6.15,9.15,Q
3947,4095,2486,2665,2530,1.49,6.46,9.26,Q
4003,4095,2553,2704,2649,1.34,5.88,8.98,Q
4095,3938,2429,2937,2733,1.47,6.03,9.39,Q
3943,4092,2169,2625,2414,1.81,6.37,8.93,Q
4088,4095,2501,2745,2783,1.28,6.39,9.03,Q
4078,3930,2417,2543,2413,1.74,6.4,8.84,Q
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4095,2085,2746,2370,1795,-8.24,-1.67,6.2,S
3904,1858,2204,1939,1305,-8.16,-1.61,6.22,S
3962,2022,2308,2045,1398,-8.01,-0.8,6.43,S
3894,2074,2307,1917,1285,-8.6,-1.26,6.33,S
4082,2268,2618,2198,1503,-8.66,-1.06,6.4,S
4095,2095,2408,2118,1431,-8.18,-1.08,6.24,S
3977,2023,2553,2083,1539,-8.28,-1.27,6.56,S
4095,2167,2860,2205,1722,-8.25,-1.2,6.7,S
4095,2164,2746,2220,1617,-8.25,-1.4,6.78,S
4095,2205,2789,2432,1729,-7.84,-1.54,6.28,S
3972,2290,2778,2342,1826,-7.65,-1.56,6.58,S
4040,2283,2853,2357,1899,-7.95,-1.5,6.77,S
4095,2314,2789,2316,2008,-7.66,-1.61,6.64,S
4095,2199,3002,2397,1987,-7.71,-1.92,6.67,S
4004,2389,3126,2273,1913,-8.07,-1.69,7.01,S
3949,2294,2986,2417,1892,-8.08,-1.8,6.66,S
4006,2416,3089,2442,1979,-8.33,-1.87,6.55,S
4095,2254,2946,2364,2043,-8.23,-1.86,6.55,S
4095,2258,3044,2468,2032,-7.65,-1.86,6.43,S
4015,2386,3107,2335,2008,-8.21,-1.72,6.69,S
3985,2162,2862,2435,1888,-8.5,-1.97,6.41,S
4095,2273,3023,2462,2088,-8.14,-1.75,6.83,S
4069,2344,2964,2389,1944,-7.87,-1.78,6.33,S
4095,2315,3216,2635,2037,-7.69,-1.85,6.58,S
3956,2478,3180,2573,2189,-8.16,-1.87,6.28,S
4095,2357,3256,2583,2119,-7.7,-2.04,6.6,S
4095,2524,3481,2696,2387,-8.16,-2.52,6.38,S
4095,4095,2626,2653,2277,10.27,2.44,2.24,T
4051,4047,2870,2862,2576,9.84,2.37,1.97,T
3968,4095,2762,2876,2662,10.06,1.86,2.1,T
3992,4095,2851,2772,2572,9.45,1.69,2.22,T
4046,4095,2629,2676,2433,9.61,2.05,2.35,T
4095,4095,3113,2968,2659,9.37,2.12,2.27,T
3895,4095,2667,2832,2426,9.67,1.74,2.02,T
4095,4095,2961,2955,2752,9.28,1.72,2.31,T
4014,3903,3076,2829,2748,10.02,1.76,2.39,T
4085,4095,3112,3152,2828,10.38,2.0,2.33,T
4095,4095,3058,3160,2983,9.36,1.91,2.63,T
4015,3984,3162,3088,2945,9.35,1.84,2.69,T
4095,4095,3208,2977,3007,9.96,1.88,2.53,T
3963,4064,3107,2925,3005,9.68,1.84,2.67,T
4095,4095,3122,3095,2978,9.3,1.6,2.69,T
4095,4095,2930,2870,2753,9.5,1.65,2.89,T
4032,4095,3179,2989,2885,9.98,1.9,2.67,T
4095,4035,3022,2920,3032,9.39,1.74,2.69,T
3964,4095,3314,3196,2951,9.86,1.72,2.95,T
4095,4043,3134,3238,2906,9.89,1.73,3.0,T
4095,4095,2991,2880,2744,9.36,1.58,2.66,T
4011,4095,2996,3210,3003,10.23,1.73,2.72,T
3994,4095,3605,3578,3253,9.05,1.83,2.96,T
4095,4095,3968,2609,2259,4.32,-8.52,2.26,U
4095,4095,4095,2487,2169,3.41,-9.12,2.69,U
4095,3928,4095,2544,2324,3.51,-9.85,2.44,U
3934,3992,4086,2339,2108,3.3,-8.75,2.68,U
4095,4095,4003,2528,2438,3.8,-8.72,2.91,U
4011,4095,4095,2787,2419,4.14,-8.84,2.41,U
3961,4095,4095,2638,2622,3.73,-8.83,2.91,U
4030,3912,4095,2818,2498,4.04,-8.5,2.49,U
3929,4009,3955,2934,2478,3.9,-9.3,2.64,U
4068,4095,4095,2918,2676,3.96,-8.66,2.86,U
3999,4095,4059,2658,2380,3.64,-8.98,2.74,U
3938,4095,4095,2680,2505,3.47,-9.06,2.57,U
4095,4095,4095,2818,2596,3.52,-9.02,2.58,U
4095,4029,4095,2895,2685,3.88,-8.69,2.71,U
3993,4095,4095,2976,2629,3.61,-8.95,2.66,U
3974,4095,4095,2490,2454,4.05,-9.13,2.52,U
4095,4095,4095,2545,2389,3.61,-9.02,2.55,U
4095,4095,4028,2559,2489,3.67,-9.43,2.54,U
3955,3919,4095,2695,2505,3.5,-8.89,2.49,U
4053,4095,4095,3026,2762,3.93,-8.66,2.6,U
3908,4095,3909,3088,2896,3.69,-9.32,2.76,U
4095,4095,3977,2929,3006,3.76,-8.48,2.74,U
4095,3933,3983,3257,3161,5.71,-8.36,2.67,U
4095,4095,3941,1713,1315,0.52,-8.08,6.4,V
4089,4095,4095,1566,1629,0.54,-8.55,6.55,V
4095,4010,4095,1821,1766,0.35,-8.04,6.93,V
4067,4095,3978,1905,1798,0.59,-8.32,6.34,V
4095,3944,4095,2093,1762,0.4,-7.92,6.53,V
3956,3986,3941,2221,1917,0.31,-8.5,6.86,V
4078,4095,4095,1709,2484,1.58,-9.09,5.4,V
3907,3893,3980,1937,2464,1.18,-9.12,4.92,V
4075,4095,4095,2103,2673,1.07,-8.96,4.94,V
4025,4056,4095,2075,2569,0.67,-9.28,5.18,V
4095,3944,3972,2243,2817,1.35,-9.03,5.04,V
4053,4095,4064,2370,2646,1.31,-9.28,4.9,V
4095,4032,3981,2654,2841,1.34,-8.34,5.28,V
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
0,0,0,0,0,0.0,0.0,0.0,
4077,4095,4026,4095,1588,0.35,-8.16,6.5,W
4095,4095,4030,3998,1805,0.31,-7.56,6.17,W
4095,4022,4095,3963,1936,0.56,-8.11,6.81,W
4095,3993,3943,3949,1882,0.37,-8.27,6.58,W
3895,4095,4039,4095,2102,0.89,-8.23,6.86,W
4095,4095,4095,4024,2207,0.79,-8.07,6.66,W
3914,3912,4092,4095,2018,0.69,-8.04,6.59,W
4074,3909,3959,4095,2414,0.44,-8.35,6.61,W
4095,3906,4095,4095,2443,0.9,-8.1,6.85,W
4095,4085,4095,4095,2467,0.79,-8.27,6.98,W
4095,3978,4075,4025,2617,0.57,-8.58,7.01,W
3957,4007,3902,4095,2714,0.56,-8.39,7.02,W
3910,4095,4095,4058,2755,0.93,-8.61,6.46,W
3943,4095,4095,3969,2472,1.04,-8.31,6.13,W
4095,4095,4095,4095,2738,0.39,-7.93,6.64,W
4095,4095,4088,4095,2427,0.76,-8.36,6.29,W
4095,4059,3898,4095,3059,0.48,-8.37,6.62,W
4095,4095,3959,4095,2794,0.73,-7.99,6.69,W
3959,3898,4095,4095,2940,0.71,-8.73,6.55,W
4092,4095,3939,4037,3068,0.89,-7.83,6.6,W
4095,4073,3983,4058,2865,0.84,-8.37,6.5,W
4095,4095,4095,3924,3214,1.28,-7.96,6.52,W
3119,3983,4095,2644,2310,2.55,-8.27,6.29,X
1968,4095,3345,1930,1851,2.52,-7.87,6.94,X
1824,4095,2853,1921,1880,2.85,-7.41,7.87,X
1825,4095,2939,2051,1951,2.87,-7.56,7.3,X
1921,4051,3144,2087,2007,2.69,-7.66,7.49,X
2045,4095,2662,1903,1728,3.04,-7.5,7.35,X
2119,4031,2952,2178,1983,2.38,-7.46,7.48,X
2149,4095,3015,2113,2008,2.38,-7.98,7.31,X
2180,4095,2909,1967,1947,2.66,-7.29,6.83,X
2371,4095,3072,2167,2057,3.29,-7.22,6.82,X
2204,4095,2984,2193,1882,2.88,-7.2,7.84,X
2211,4095,2786,2114,2008,1.91,-7.66,8.02,X
2246,3914,2856,2075,2032,3.16,-7.15,6.68,X
2426,4027,3084,2168,1934,3.38,-7.32,6.91,X
2520,4019,3350,2211,2175,3.06,-7.66,6.24,X
2632,4095,3243,2364,2061,2.92,-7.91,6.33,X
2675,4095,3218,2420,2289,2.93,-7.98,6.55,X
2539,3915,3404,2469,2193,3.12,-7.63,6.6,X
2730,4095,3426,2494,2294,2.77,-7.84,6.64,X
4017,4060,3996,4005,3983,2.21,-7.48,7.06,X
4095,4093,3903,3355,3546,1.91,-9.11,5.84,X
2044,4095,2354,1918,1778,2.23,-8.56,5.26,X
2318,4095,2505,1966,1863,1.92,-8.94,5.67,X
2317,4095,2548,2068,1898,2.01,-8.79,5.15,X
2724,4095,2490,2100,2038,2.11,-8.48,5.19,X
2705,3938,2423,2406,2005,1.94,-8.83,5.32,X
2845,4095,2321,2125,1906,2.24,-8.84,5.27,X
3161,4095,2715,2440,2174,2.04,-8.44,5.7,X
3201,4095,2625,2255,2292,2.01,-8.4,5.7,X
3183,4095,2542,2331,2179,2.09,-8.43,5.56,X
4040,4095,3659,4084,3281,2.0,-7.76,6.03,X
4033,1890,1842,2985,4088,1.96,-8.18,0.71,Y
3948,1939,2030,3423,4095,1.53,-9.64,1.08,Y
4095,1984,2147,3336,4095,2.34,-9.54,1.36,Y
4095,1907,2228,3237,4037,2.23,-9.95,2.71,Y
4095,2027,2278,3319,4095,2.11,-9.53,2.84,Y
4095,2044,2209,3168,3945,2.04,-9.93,2.85,Y
3898,1942,2353,3486,3991,2.08,-9.21,2.59,Y
4095,1874,2209,3173,3940,2.22,-9.64,2.66,Y
4095,2003,2424,3638,4083,2.22,-9.6,2.61,Y
3953,2023,2712,3547,4080,2.32,-9.36,2.88,Y
4095,1886,2445,3199,3940,2.3,-8.86,2.98,Y
4095,2033,2776,3664,4013,2.28,-9.59,3.27,Y
3992,2024,2673,3269,4095,2.33,-9.02,3.36,Y
3999,2194,2684,3367,3901,2.32,-9.08,3.35,Y
4095,2112,2694,3346,4087,2.42,-9.6,2.79,Y
3908,2066,2912,3505,4091,2.15,-9.21,2.68,Y
4095,2170,2774,3338,4095,2.29,-9.31,2.7,Y
4056,2132,2978,3529,4095,1.89,-9.06,2.8,Y
4095,2255,3001,3693,4001,2.28,-9.63,2.42,Y
4095,2245,2831,3619,4022,2.02,-9.28,2.95,Y
4095,2262,3037,3783,4095,2.08,-9.08,2.65,Y
4095,2133,2865,3815,4095,2.18,-9.62,2.63,Y
4095,4095,2144,2807,2479,0.86,-8.74,4.44,Z
4095,4095,2329,2681,2034,1.16,-9.94,3.87,Z
3901,4095,2101,2824,2147,0.9,-9.06,3.9,Z
4047,4046,2175,2871,2172,1.63,-9.54,3.3,Z
4029,4095,2222,2776,2213,1.54,-9.14,3.51,Z
4095,4095,2510,2887,2374,1.59,-9.57,3.53,Z
4095,4095,2568,2779,2471,1.5,-9.57,3.61,Z
4095,3965,2506,2826,2626,1.45,-9.59,3.23,Z
4094,4083,2701,3100,2645,1.28,-9.15,3.61,Z
4095,4095,2591,3017,2609,1.08,-9.08,3.77,Z
4095,4095,2721,3125,2676,1.56,-9.43,3.54,Z
4095,3945,2786,2901,2559,1.49,-9.11,3.5,Z
4095,3984,2778,3012,2702,1.86,-9.14,3.12,Z
4095,4095,2627,3041,2672,1.83,-9.48,3.25,Z
4095,3944,2784,3030,2638,1.41,-9.05,3.47,Z
4001,4095,2911,3239,2723,1.4,-9.89,3.41,Z
3981,4095,2842,3126,2647,1.32,-9.89,3.01,Z
3927,4089,2842,3197,2740,1.69,-9.85,3.08,Z
4095,4095,2788,3148,2693,1.5,-9.69,3.03,Z
3940,3955,2751,3095,2613,1.39,-9.72,3.14,Z
4004,4049,2852,3301,2765,1.31,-9.02,3.52,Z
4095,4095,2641,2911,2535,1.67,-9.54,3.22,Z
4095,4020,2888,3177,2794,1.8,-9.83,3.11,Z
4095,3964,2817,3333,2743,1.77,-9.3,3.38,Z
4095,4095,2991,3318,2904,2.02,-9.73,2.99,Z
3970,4095,2896,3271,2768,1.58,-9.42,3.5,Z
3916,4027,2958,3184,2814,1.6,-9.9,3.19,Z
3998,4055,3061,3526,3004,1.63,-9.48,3.38,Z
3910,4095,2601,3064,2518,1.58,-9.68,3.44,Z
4095,3900,3022,3342,2914,1.38,-9.28,3.29,Z
4095,4001,3116,3371,2794,1.6,-10.0,3.05,Z
3905,3955,3303,3518,3112,1.37,-9.65,3.63,Z
3391,4060,3980,2592,3589,-0.91,-9.48,5.72,K
2246,4017,4095,1977,2538,0.73,-8.25,5.32,K
2690,4021,4095,2279,2718,-0.22,-8.4,5.96,K
2957,4018,3925,2288,2731,0.16,-8.93,5.75,K
2966,3944,3997,2521,2668,0.46,-8.25,5.54,K
3249,3941,3905,2503,2701,0.36,-8.7,6.23,K
3281,4095,3898,2467,2899,0.14,-8.69,6.22,U
4078,4095,4095,1696,1801,5.68,-6.47,7.43,U
3976,4095,3903,1987,2073,5.58,-6.31,6.43,U
4095,3899,4095,2063,2111,5.75,-6.42,6.23,U
3919,4095,3952,2075,2443,5.72,-6.07,6.23,U
4095,4095,4065,2373,2401,6.28,-6.54,5.8,U
4095,4022,3890,2314,2463,6.3,-5.81,5.71,U
4066,4095,4095,2185,2478,6.15,-6.48,5.99,U
3896,4051,4095,2400,2571,6.4,-6.43,5.65,U
4095,4095,3905,2482,2637,6.83,-6.06,5.78,U
4025,3897,4095,2586,2710,6.17,-6.38,5.72,U
3927,4087,4068,2463,2704,6.48,-6.2,5.64,U
3937,4095,4095,2655,2799,6.89,-6.27,5.39,U
4095,4095,4095,2503,2688,6.05,-6.44,5.74,U
3974,3998,4095,2655,2705,6.69,-6.68,5.49,U
4011,3968,4083,2548,2587,5.96,-6.88,5.56,U
4095,4095,3914,2505,2599,6.18,-6.7,5.67,U
4095,2313,4095,1968,1356,9.36,1.5,5.68,R
3984,2351,4013,1975,1776,9.12,1.36,5.07,R
4095,2464,4095,2028,1991,9.12,1.3,4.65,R
3985,2616,4095,2253,1982,9.05,1.75,4.5,R
3942,2566,4095,2280,2189,9.04,1.8,4.01,R
4029,2490,4095,2168,2184,9.13,1.69,4.34,R
4095,3898,4067,2900,3368,8.83,1.88,4.84,R
4003,2312,2910,2639,3560,0.77,-9.73,-0.99,A
3974,1817,2493,1762,1296,-0.39,-6.39,-0.37,A
4095,2057,2768,2006,1584,-0.67,-9.2,-1.02,A
4095,1937,2741,2076,1648,0.03,-9.65,-1.43,A
4095,2034,2961,2115,1887,-0.64,-9.87,-1.01,A
3999,2034,2927,2063,1865,-0.31,-9.63,-0.82,A
3900,1994,2942,2070,1956,-0.25,-10.08,-1.01,A
3924,2148,3065,2262,1896,-0.21,-9.97,-0.91,A
3907,2103,2754,2159,1788,-0.57,-9.6,-0.61,A
4095,2225,2896,2284,1990,-0.95,-10.05,-0.79,A
4095,2296,2967,2280,2064,-0.53,-10.03,-0.43,A
4095,2183,2892,2296,2102,0.33,-9.48,-0.86,A
3942,2256,2838,2250,2023,-0.22,-9.8,-1.16,A
4095,2158,2985,2296,2004,-0.3,-9.58,-0.9,A
4065,2277,2915,2220,2045,-0.07,-9.43,-1.18,A
4095,2250,3080,2370,2024,0.2,-9.32,-0.91,A
3949,2186,3109,2332,2013,-0.32,-9.68,-0.89,A
4022,2243,2901,2364,2213,-0.38,-9.52,-1.14,A
4095,2237,2962,2314,2174,-0.07,-9.86,-1.1,A
4095,2027,2970,2241,1993,-0.34,-9.15,-1.04,A
4095,2332,3071,2306,2216,-0.06,-9.55,-1.31,A
4095,2065,2885,2197,1982,-0.05,-9.0,-1.05,A
3999,2202,3005,2435,2273,-0.32,-9.91,-1.01,A
4095,2040,3026,2159,2187,-0.23,-9.55,-0.79,A
4095,2272,3310,2355,2217,-0.71,-9.51,-1.37,A
4093,2357,3172,2426,2280,-0.71,-9.23,-1.22,A
4095,2355,3179,2533,2122,-0.78,-9.4,-0.85,A
3893,2196,3272,2502,2343,-0.95,-9.71,-0.71,A
4095,2934,3984,3060,3250,-1.03,-10.33,-0.38,A
4027,4051,4095,4095,4038,-0.91,-9.83,3.28,B
2229,3995,3928,3890,4018,-2.66,-7.72,4.49,B
3665,4095,3978,4095,3995,0.96,-9.48,2.35,B
2736,4095,3996,4095,4095,1.79,-9.11,2.47,B
3102,4095,4095,3898,4095,1.51,-9.36,2.52,B
3908,4095,4095,4095,4095,0.77,-9.61,2.62,B
3096,3908,3951,4095,3957,1.33,-10.08,2.95,B
2904,4018,4095,4095,4095,1.76,-9.66,2.59,B
2930,3915,4095,4095,4095,1.53,-9.41,3.52,B
4095,4095,4095,4095,3914,1.57,-9.89,3.46,B
3285,4019,4095,4095,3961,1.72,-9.02,3.69,B
2941,4095,3965,3955,4095,1.73,-9.44,3.7,B
2727,4051,3927,4095,4095,1.22,-9.09,3.58,B
2841,4036,3916,3996,4095,1.98,-9.55,3.47,B
2945,4090,4095,4066,4095,1.71,-9.11,3.87,B
3057,4095,4095,3941,4095,1.71,-9.51,3.91,B
3183,3892,4095,4095,4026,1.62,-8.82,3.96,B
3083,4042,4088,4095,4095,1.77,-9.37,3.88,B
3090,4095,4019,4095,4095,1.67,-8.67,3.63,B
3311,3915,4095,4054,3952,1.68,-9.51,3.88,B
3279,4095,3916,4095,4041,1.75,-9.07,3.64,B
3284,3921,4095,4095,4095,1.67,-8.94,3.92,B
3030,4095,4095,4095,4095,1.59,-9.02,3.99,B
3193,4095,3997,4095,4095,1.62,-9.28,3.63,B
3241,4095,3975,4095,4095,1.57,-8.97,3.76,B
3248,4013,4087,4095,4095,1.66,-9.47,3.71,B
3205,4095,4095,4095,4095,1.72,-9.22,3.82,B
3139,4095,4095,3892,3954,1.75,-8.92,3.96,B
3990,4001,3979,3592,2885,0.09,-9.55,3.85,D
4043,4095,3922,3009,2625,-0.98,-9.72,4.56,D
4095,3999,2858,2542,2161,-0.47,-8.92,4.33,D
4002,4080,3141,2508,2251,-0.38,-9.32,4.37,D
4095,3958,3079,2633,2349,-0.33,-9.79,4.31,D
4095,3947,2907,2448,2208,-0.12,-9.31,3.87,D
4095,4095,3199,2649,2380,-0.82,-9.02,3.44,D
4095,4095,3148,2541,2335,-0.27,-9.22,3.28,D
4038,3999,3205,2551,2394,-0.87,-9.77,3.67,D
4018,3980,3216,2624,2469,-0.58,-9.73,3.06,D
4095,4095,3123,2724,2459,-0.7,-9.38,2.97,D
4095,4095,3077,2709,2438,-0.54,-9.55,3.14,D
4095,3967,3242,2737,2411,-0.82,-9.98,3.52,D
4095,4095,3231,2704,2335,-0.4,-10.01,3.3,D
4095,4095,3314,2691,2470,-0.9,-9.52,3.38,D
4095,4095,2923,2583,2213,-0.79,-9.87,3.09,D
